Step Temp v_strain v_sigmaxx v_sigmayy PotEng KinEng Lx Ly Volume
  280600    307.39528       0.1403 -0.030970376    5.7603127   -102.40251    2.1853677    8.1941565    9.5794246    647.19379
  280700    331.63175      0.14035  -0.60593049    5.3969642   -102.17036    2.3576723    8.2708912    9.5798447    653.28312
  280800    350.28753       0.1404    0.6743957    5.5462417   -101.87308    2.4903019    8.2871069    9.5802648    654.59263
  280900    310.24867      0.14045   0.43341361    5.2433509   -101.66601    2.2056534    8.2264594    9.5806848    649.83062
  281000    330.68736       0.1405   -1.3444028    4.8151379   -102.06556    2.3509583    8.1921646    9.5811049    647.14995
  281100    302.93256      0.14055   0.88881512    4.5869991   -102.17529    2.1536408    8.3136146    9.5815249    656.77284
  281200    317.74068       0.1406   0.45675433    4.4726524   -102.43205    2.2589164    8.1927575     9.581945    647.25354
  281300    290.99936      0.14065   -1.0842586    4.7929812   -102.45259     2.068804    8.2258574     9.582365    649.89702
  281400    262.77411       0.1407   0.43034546    4.4506674   -102.20837    1.8681421    8.3100876    9.5827851    656.58054
  281500    384.89769      0.14075   0.41545837    4.9276808   -102.32794    2.7363562    8.1724183    9.5832052    645.73159
  281600    261.89286       0.1408  -0.82993731    3.8648627   -101.54349     1.861877     8.238954    9.5836252    651.01734
  281700    261.50655      0.14085   0.34455073    4.5362262    -101.8349    1.8591306    8.3293431    9.5840453    658.18847
  281800    304.91032       0.1409     0.853566    5.6700471   -102.40408    2.1677014    8.2165808    9.5844653     649.3064
  281900    277.97367      0.14095   -1.2268472    3.9640458   -102.55502    1.9762004    8.1929712    9.5848854    647.46905
  282000    259.90882        0.141   0.82997607    5.2695458   -102.41453    1.8477719    8.2853887    9.5853055    654.80126
  282100    352.68562      0.14105  -0.71208856    4.8306928   -102.31934    2.5073507    8.1938887    9.5857255    647.59831
  282200    370.16833       0.1411   0.45232579    4.7396623   -102.42808    2.6316406    8.2478732    9.5861456    651.89351
  282300    311.94331      0.14115 -0.0049050925    5.1010938   -102.37078    2.2177011    8.2756908    9.5865656    654.12081
  282400    272.76541       0.1412  -0.11179723    5.2340183   -102.38467    1.9391733    8.2474269    9.5869857    651.91536
  282500    311.25789      0.14125   0.42746489     5.443187   -102.63592    2.2128282    8.2211898    9.5874057    649.86993
  282600    369.37263       0.1413  -0.88539885    4.1904693   -102.37832    2.6259838    8.2937305    9.5878258    655.63287
  282700    342.09706      0.14135    1.4273896    4.4809116   -102.14518    2.4320734    8.2966571    9.5882459    655.89295
  282800    333.71651       0.1414   -1.0517129    5.6923541   -102.32463    2.3724934    8.1063714    9.5886659    640.87797
  282900    319.66423      0.14145  -0.50072358    4.5797264   -102.50569    2.2725915    8.2746328     9.589086    654.20913
  283000    294.89239       0.1415    1.0500872     4.811414   -102.60355    2.0964808    8.2222707     9.589506    650.09776
  283100    249.05152      0.14155  -0.48462318    5.7038076    -102.7424     1.770584     8.222522    9.5899261     650.1461
  283200    214.35076       0.1416 -0.033112162    4.6167978   -102.71655    1.5238856    8.2808959    9.5903462    654.79035
  283300    270.22275      0.14165  -0.25331208     4.442395   -102.65913    1.9210968    8.2789476    9.5907662    654.66496
  283400    234.49696       0.1417   0.88862305    5.4801939   -102.15987    1.6671111    8.3229119    9.5911863    658.17031
  283500    324.06239      0.14175  -0.14907403    4.5294777   -102.44206    2.3038593    8.1984721    9.5916063    648.35808
  283600    364.63538       0.1418  -0.71284622    4.4596143   -102.47929    2.5923052    8.1700201    9.5920264    646.13631
  283700    343.27291      0.14185   0.45633033     4.063095    -102.1374    2.4404328    8.2359343    9.5924464    651.37774
  283800    367.90874       0.1419  -0.15587533    4.4591894    -102.0693    2.6155766    8.2452687    9.5928665    652.14455
  283900    314.87759      0.14195 0.0073902518    5.0138118   -102.41848    2.2385618    8.2891084    9.5932866    655.64069
  284000    254.57627        0.142   0.43187447    5.0796327   -102.19987    1.8098611    8.2324825    9.5937066    651.19028
  284100     307.5526      0.14205  -0.84681514    5.7418432   -102.44646    2.1864861    8.2665802    9.5941267    653.91604
  284200    276.49766       0.1421    1.1090029    4.0859868   -102.12796     1.965707    8.2512156    9.5945467    652.72922
  284300    269.27177      0.14215  -0.71034444    4.4543293   -101.87439    1.9143359     8.200165    9.5949668    648.71917
  284400    335.71116       0.1422   0.30037989     4.841833   -102.00618     2.386674    8.2673321    9.5953869    654.06142
  284500    347.23272      0.14225  -0.22344357    4.3629987   -101.91487    2.4685843    8.1883191    9.5958069    647.83875
  284600    273.09755       0.1423  0.071943532    4.5557004   -101.77842    1.9415346    8.2544053     9.596227     653.0959
  284700    286.48718      0.14235  0.041512777     5.438116   -102.34429    2.0367256    8.2155252     9.596647    650.04813
  284800    279.62955       0.1424 -0.049093267    5.0769582   -102.41064    1.9879726    8.2736748    9.5970671    654.67783
  284900    308.22537      0.14245   0.23470291    5.1232035   -102.69842    2.1912691    8.2726799    9.5974871    654.62776
  285000    315.64674       0.1425  -0.10502117    4.1892958     -102.422    2.2440299    8.2201684    9.5979072    650.50093
  285100    343.19633      0.14255   -0.2716334    3.9538855   -102.06999    2.4398884     8.310252    9.5983273    657.65845
  285200    311.55915       0.1426   0.85542002    3.9190264   -101.95002      2.21497    8.2067845    9.5987473    649.49865
  285300    265.83948      0.14265  -0.91262098    5.4415306   -102.00455    1.8899347    8.1888034    9.5991674    648.10395
  285400    272.67458       0.1427   0.33326893    5.7237438    -102.0913    1.9385275    8.2011023    9.5995874    649.10575
  285500    341.48518      0.14275  -0.36910815    4.4916838   -102.65599    2.4277233    8.1899154    9.6000075    648.24869
  285600    271.33118       0.1428  -0.11234844    5.4195727   -102.34263    1.9289769    8.3067384    9.6004275    657.52424
  285700    270.72668      0.14285    1.1102141    5.5675178   -102.10839    1.9246794    8.2424582    9.6008476    652.46465
  285800    302.52572       0.1429   -1.2491028    3.3020778   -102.00224    2.1507485    8.2419637    9.6012677    652.45406
  285900    336.16768      0.14295   0.85463454    4.7096805    -102.2228    2.3899195    8.3491993    9.6016877    660.97201
  286000    332.58679        0.143   0.16885715     6.785073   -102.42742     2.364462    8.1934254    9.6021078     648.6684
  286100    255.92193      0.14305  -0.35915703    5.5044496   -102.14008    1.8194278    8.2019463    9.6025278     649.3714
  286200      290.264       0.1431  -0.19692197    5.1449929   -102.32956    2.0635762    8.1553068    9.6029479    645.70706
  286300    274.98792      0.14315  -0.20612619    4.9597968   -102.04126    1.9549738    8.2080472     9.603368    649.91128
  286400    360.35358       0.1432   0.59185029    4.4060789   -102.48406    2.5618646     8.181747     9.603788    647.85717
  286500    272.61398      0.14325  -0.85262615    2.6926944   -102.09109    1.9380968    8.2603054    9.6042081    654.10629
  286600    279.04756       0.1433   0.70237568    5.0821783   -102.57375     1.983835    8.2770782    9.6046281    655.46313
  286700      252.263      0.14335   0.14411876    6.9980452   -102.80368    1.7934154    8.2766279    9.6050482    655.45615
  286800    318.36387       0.1434  -0.37280179    5.2252578   -102.94959    2.2633468    8.2317808    9.6054682    651.93305
  286900    284.87802      0.14345   0.39968862    4.6458752   -102.31833    2.0252856     8.204065    9.6058883    649.76645
  287000    304.12724       0.1435  -0.82318625    6.4000042   -102.22441    2.1621342    8.2195597    9.6063084    651.02211
  287100    341.40319      0.14355    1.0374597    3.9398102   -102.36045    2.4271404    8.2850755    9.6067284    656.23992
  287200    310.91753       0.1436  -0.55265941    3.8836489    -102.2973    2.2104085    8.1867203    9.6071485     648.4778
  287300     259.9886      0.14365  -0.23580933    5.5665334   -102.51847    1.8483391     8.239512    9.6075685    652.68802
  287400    282.06893       0.1437   0.63484688    5.1277568   -102.62949    2.0053149     8.257856    9.6079886    654.16973
  287500    309.31867      0.14375  -0.30431635    5.1050571   -102.49722    2.1990417    8.1970558    9.6084087    649.38166
  287600    289.83551       0.1438  -0.26921681     4.792638   -102.16306    2.0605299    8.2104975    9.6088287    650.47496
  287700    292.95199      0.14385   0.47431302    3.5004952    -102.1488     2.082686    8.2449629    9.6092488    653.23403
  287800    333.46086       0.1439 -0.072421029    4.4611984   -102.51937     2.370676    8.1756098    9.6096688    647.76762
  287900    247.25289      0.14395  -0.37841419    4.8082623   -102.04191    1.7577969    8.2021312    9.6100889    649.89737
  288000    308.65096        0.144   0.18162762    5.9865189   -102.13738    2.1942947    8.2022472    9.6105089    649.93496
  288100    364.80912      0.14405   0.26687538    4.1744908   -102.02452    2.5935404    8.2330671     9.610929    652.40561
  288200    278.84286       0.1441  -0.18949675     3.172019   -101.50364    1.9823798    8.2357468    9.6113491    652.64647
  288300    378.17517      0.14415  -0.22282936    4.1619475   -102.32777    2.6885638    8.1986035    9.6117691    649.73143
  288400    308.24523       0.1442   0.15940648     4.690296   -102.27198    2.1914102    8.2692619    9.6121892    655.35967
  288500    268.60891      0.14425   0.60822174    5.2340375   -102.33859    1.9096235    8.2259725    9.6126092    651.95737
  288600    283.52104       0.1443  -0.86520149    5.8945842   -102.40869    2.0156384    8.1703954    9.6130293    647.58085
  288700    371.08083      0.14435   0.31122739    5.6547107   -102.55096    2.6381279    8.2558254    9.6134493    654.38058
  288800    322.58528       0.1444   0.29990832     5.225557   -102.08376    2.2933581    8.2757078    9.6138694    655.98518
  288900     228.7028      0.14445   -0.3146391    4.5470015    -101.8138    1.6259187    8.2020287    9.6142895    650.17331
  289000    303.47254       0.1445  -0.14434302    5.6059799   -102.89621    2.1574797    8.2416506    9.6147095    653.34268
  289100    236.40444      0.14455   0.46798636    4.9683071   -102.43624    1.6806719    8.3328678    9.6151296    660.60263
  289200    292.18369       0.1446   0.30120191    5.7534448   -102.54877    2.0772238    8.1721154    9.6155496      647.887
  289300    269.50742      0.14465   -1.3369115    5.3273323   -102.09292    1.9160113    8.2122077    9.6159697    651.09396
  289400    300.02969       0.1447   0.98025767    5.3286078   -102.02567    2.1330035    8.3043651    9.6163898    658.42931
  289500    285.61544      0.14475   0.35654386    5.3485049   -101.99931    2.0305282    8.2053101    9.6168098    650.60393
  289600    282.59035       0.1448  -0.50536517    4.9549784   -102.06737    2.0090219    8.1926166    9.6172299    649.62583
  289700    297.83319      0.14485  -0.20103008    3.8088213   -102.31669    2.1173878    8.2209743    9.6176499     651.9029
  289800    280.34675       0.1449   0.42038711    5.0286803   -102.38567    1.9930714    8.2127725      9.61807    651.28097
  289900    288.59117      0.14495  -0.29645565    5.4899771   -102.63285    2.0516835    8.1923054      9.61849    649.68628
  290000    275.81769        0.145  -0.37664779    5.0551297   -102.55995    1.9608729    8.2562426    9.6189101    654.78538
  290100    288.95599      0.14505   0.80024469    4.6383072   -102.18701    2.0542771    8.2435723    9.6193302    653.80907
  290200    318.00119       0.1451  -0.55545351    4.5053828   -102.06821    2.2607684    8.2032051    9.6197502     650.6359
  290300    335.02047      0.14515    0.2643207    5.7244907   -102.35199    2.3817637    8.3241001    9.6201703     660.2535
  290400    242.17103       0.1452   0.26585834    5.7205533   -102.04371    1.7216684    8.1895618    9.6205903    649.61052
  290500     325.5203      0.14525  -0.44281121    4.9119188   -102.49159     2.314224     8.218353    9.6210104    651.92274
  290600    317.45184       0.1453   0.12430937     5.026474   -102.16248    2.2568629    8.2274963    9.6214305    652.67654
  290700    336.23041      0.14535  -0.25548535     4.187941   -101.53748    2.3903656    8.2602239    9.6218505    655.30138
  290800    335.93765       0.1454   0.60621042    4.7950253   -101.70297    2.3882842    8.2530834    9.6222706    654.76349
  290900    313.97628      0.14545  0.046422928    4.7381179   -101.96752    2.2321541    8.1934473    9.6226906     650.0606
  291000    316.11642       0.1455   -1.1642086    4.3163581   -102.25164     2.247369    8.2640582    9.6231107    655.69143
  291100    294.21013      0.14555    1.2900696    5.5630802   -102.17158    2.0916304    8.2668873    9.6235307    655.94453
  291200    283.43235       0.1456  -0.50215935    6.2065606    -102.1835    2.0150078    8.2242057    9.6239508     652.5864
  291300     262.0828      0.14565  -0.16757208    5.9097546    -102.5152    1.8632273    8.2708517    9.6243709    656.31638
  291400    262.88691       0.1457   0.37173008    4.2742365    -102.6485     1.868944    8.2006674    9.6247909    650.77545
  291500    250.48696      0.14575   -0.2287276    4.3326075    -102.1627     1.780789    8.2490065     9.625211    654.64004
  291600    295.57696       0.1458   0.24663632    5.1467252   -102.21493    2.1013477    8.2619666     9.625631    655.69716
  291700    296.52012      0.14585  -0.40168584     5.701705   -102.12326    2.1080528    8.2115728    9.6260511    651.72618
  291800     315.3092       0.1459   0.19443798    6.4500289   -102.19063    2.2416302    8.2608358    9.6264711    655.66464
  291900    282.45933      0.14595   0.56197755     5.935386   -102.02183    2.0080904    8.2791699    9.6268912     657.1485
  292000    303.22338        0.146  -0.61322457     4.886691   -102.14301    2.1557084    8.1267196    9.6273113     645.0761
  292100    288.69062      0.14605  -0.45339124    3.5396657   -102.00725    2.0523905    8.2370278    9.6277313    653.86058
  292200    316.63488       0.1461    1.3137379    4.2857311   -101.80084    2.2510549    8.1887184    9.6281514     650.0541
  292300    292.79151      0.14615  -0.98042524    4.3994061   -101.58076     2.081545     8.199414    9.6285714    650.93157
  292400    318.72638       0.1462   0.14502447    6.0883257    -102.1311     2.265924    8.2444157    9.6289915     654.5327
  292500    312.38035      0.14625  -0.11806424     6.437009   -102.71287    2.2208081    8.2480141    9.6294116    654.84694
  292600    265.28688       0.1463   0.51924386     6.026807   -102.37455    1.8860061    8.2871249    9.6298316    657.98082
  292700    279.86033      0.14635  -0.47881583    4.6614402   -102.16505    1.9896133    8.1904073    9.6302517    650.33001
  292800    271.48522       0.1464   0.20115146    3.6734548    -101.8016    1.9300721    8.1665457    9.6306717    648.46365
  292900    318.79348      0.14645  -0.43844867    4.2156976   -101.90321     2.266401    8.3267384    9.6310918    661.21257
  293000    373.36515       0.1465    1.4486104    4.9529894   -102.23071    2.6543678    8.2502885    9.6315118    655.17039
  293100    297.73104      0.14655   -1.5834148    4.9677184   -102.07749    2.1166616    8.1415389    9.6319319    646.56258
  293200    307.69461       0.1466   0.43911367    5.2027915   -102.46813    2.1874957    8.3078388     9.632352     659.7981
  293300    325.38659      0.14665    0.5989095    5.0112596   -102.61782    2.3132735    8.2607655     9.632772    656.08822
  293400    276.04615       0.1467   -1.0027802    4.5981361   -102.19876    1.9624971    8.1886886    9.6331921    650.39207
  293500    337.97003      0.14675    0.3944833    4.6745628   -102.20038    2.4027331    8.3820052    9.6336121     665.7754
  293600     308.8091       0.1468    1.1335411    4.7457811   -101.84005     2.195419    8.2606908    9.6340322    656.16811
  293700    342.97092      0.14685   -1.1843458    5.0546139   -102.20631    2.4382859    8.1688086    9.6344523    648.89796
  293800    248.03524       0.1469  -0.44610752    5.3224356   -102.24128    1.7633589    8.3237915    9.6348723    661.23802
  293900    245.89061      0.14695    1.4638874    5.7806168   -102.22557     1.748112    8.2586305    9.6352924    656.09027
  294000    297.29759        0.147   -1.2314942    6.1766692   -102.25056    2.1135801    8.1568349    9.6357124    648.03156
  294100    275.93204      0.14705   0.41200592    4.5674022   -101.78827    1.9616859    8.2760861    9.6361325    657.53432
  294200    359.27138       0.1471  0.085826961    4.5796145   -102.00987    2.5541709    8.2431264    9.6365525    654.94422
  294300    306.12978      0.14715   0.02722005    4.6117986   -101.81724    2.1763709    8.2242597    9.6369726    653.47368
  294400    280.99746       0.1472 0.0041619384    5.2899344   -102.29459    1.9976975    8.1840425    9.6373927    650.30649
  294500    299.04104      0.14725  -0.62932028    5.4936878   -102.62626    2.1259749    8.2517163    9.6378127    655.71245
  294600    267.84443       0.1473    1.0611797    6.8529896   -102.42719    1.9041886    8.2751415    9.6382328    657.60256
  294700    332.91763      0.14735  -0.52351491    5.4240141   -102.38554     2.366814     8.135368    9.6386528    646.52333
  294800    285.07379       0.1474  -0.13039213    4.7177334   -101.73422    2.0266774    8.2199157    9.6390729    653.27086
  294900    344.96747      0.14745 -0.097293926    4.0250467   -102.00364      2.45248     8.224874    9.6394929     653.6934
  295000    320.03028       0.1475   0.57338449    5.0180182    -102.1455    2.2751938    8.2988872     9.639913    659.60454
  295100    259.75585      0.14755  -0.19896206    5.3471079   -101.95769    1.8466843    8.1211963    9.6403331     645.5096
  295200     323.0421       0.1476   -1.0058975     4.829645   -102.28978    2.2966058    8.3058792    9.6407531     660.2178
  295300    338.90513      0.14765     1.711489    5.1612249   -102.12489    2.4093809    8.3068472    9.6411732    660.32352
  295400    367.75031       0.1477   -1.0262377    5.9288116   -102.23984    2.6144502    8.1337382    9.6415932      646.591
  295500    316.28932      0.14775  -0.12464725    4.6967428   -102.04802    2.2485982    8.2588351    9.6420133    656.56417
  295600    263.15852       0.1478    1.2449906    4.0528875   -101.73527    1.8708749    8.1461881    9.6424334    647.63713
  295700    361.16169      0.14785   -2.3902031    4.9222128    -102.2885    2.5676097    8.2481004    9.6428534    655.76792
  295800    270.82405       0.1479    2.0812888    5.5023419   -101.80655    1.9253716     8.359461    9.6432735    664.65063
  295900    285.71415      0.14795  -0.50099858    4.9880717   -102.14317    2.0312299    8.1494792    9.6436935    647.98346
  296000    294.18281        0.148  -0.47015234    5.2905678    -102.4634    2.0914362    8.2197818    9.6441136    653.60184
  296100    278.74435      0.14805   0.61121681    6.3507759    -102.4403    1.9816794    8.2809461    9.6445336    658.49404
  296200    321.90858       0.1481  -0.29068014    5.4427138   -102.62227    2.2885473    8.1711767    9.6449537    649.79357
  296300    234.66183      0.14815   -0.1328977    4.6764442   -101.60585    1.6682833    8.2218996    9.6453738    653.85566
  296400    377.13262       0.1482  -0.11827308     4.605766   -102.14945    2.6811519    8.2187875    9.6457938    653.63663
  296500    317.70196      0.14825   0.42413214    4.9548466   -101.99062    2.2586411    8.3090008    9.6462139    660.84004
  296600    305.81273       0.1483  0.083985839    4.4299072   -102.19297    2.1741169    8.1815876    9.6466339    650.73481
  296700    267.59368      0.14835  -0.59125302    5.0346023    -102.0152    1.9024059    8.2583345     9.647054     656.8676
  296800    360.90638       0.1484   0.98119807    5.1771674   -102.18171    2.5657946    8.1640019    9.6474741    649.39266
  296900    324.95996      0.14845   -1.2431417    4.9669409   -101.71754    2.3102405    8.3066568    9.6478941    660.76869
  297000    292.85898       0.1485    1.3849528    4.9290096   -101.80122    2.0820247    8.2137881    9.6483142    653.40972
  297100    255.00287      0.14855   -1.7892294    5.7484545   -102.01395     1.812894    8.2076435    9.6487342    652.94934
  297200    215.28204       0.1486    1.4007576    4.3223816   -102.15814    1.5305063    8.3375554    9.6491543    663.31321
  297300    216.81458      0.14865  0.097315236    5.5092316   -102.79802    1.5414016    8.1718768    9.6495743    650.16057
  297400    225.81364       0.1487   -1.2778114    6.4721247   -102.76416    1.6053787    8.2955759    9.6499944    660.03089
  297500    279.46273      0.14875    1.3593558    6.0182311   -102.65384    1.9867866    8.2463614    9.6504145    656.14374
  297600    279.99396       0.1488   -0.8642342    5.3292388   -102.17916    1.9905633    8.2292167    9.6508345    654.80808
  297700    279.34401      0.14885   0.69572198     5.808529   -101.76893    1.9859426    8.2535963    9.6512546    656.77658
  297800    356.72962       0.1489  -0.75076925     4.247531   -102.20936    2.5361007    8.2157681    9.6516746    653.79486
  297900    263.61671      0.14895   0.43144848     4.801417   -101.99768    1.8741324    8.2868013    9.6520947    659.47625
  298000    257.49263        0.149   0.52828468    4.8737496   -102.02781    1.8305944    8.1367354    9.6525148    647.56196
  298100    337.07998      0.14905   -1.4532711    4.4902881   -102.36804    2.3964054    8.1982816    9.6529348     652.4885
  298200    293.50492       0.1491    1.0105034    5.1354307   -101.95313    2.0866169    8.3193479    9.6533549     662.1528
  298300    327.40107      0.14915    0.1368391     5.184927   -102.08087     2.327595    8.2068421    9.6537749    653.22667
  298400    327.68092       0.1492   -1.0578688    5.5676786   -102.41867    2.3295846    8.2679688     9.654195    658.12071
  298500    262.48736      0.14925    1.3196851    4.6938958   -102.19285    1.8661035    8.2812783     9.654615    659.20881
  298600    296.66165       0.1493  -0.83843369    4.5743913   -102.32597     2.109059    8.2197086    9.6550351    654.33618
  298700    316.61768      0.14935   0.43482565    5.4230856    -102.3057    2.2509326    8.2555411    9.6554552    657.21725
  298800    291.21244       0.1494  0.096208269    5.3130482   -101.90582     2.070319    8.2255316    9.6558752    654.85671
  298900     324.8423      0.14945  -0.50812993    5.3998519   -101.46566     2.309404    8.2414387    9.6562953    656.15166
  299000    352.82288       0.1495   0.59014123    6.1785938   -101.50595    2.5083265    8.2402344    9.6567153    656.08432
  299100    336.01121      0.14955  -0.47340386    4.9645929   -101.90282    2.3888072    8.3442554    9.6571354    664.39533
  299200    303.96379       0.1496   0.62159471    4.0064304   -102.00201    2.1609722    8.2243431    9.6575554    654.87603
  299300    318.70073      0.14965  -0.56426994    4.5610927   -102.33501    2.2657417    8.2139042    9.6579755    654.07326
  299400    299.62923       0.1497   0.23957091    5.1784355   -102.44757    2.1301565    8.2476591    9.6583956    656.78973
  299500    268.57213      0.14975  -0.38075421    6.2890959   -102.10555     1.909362    8.2165094    9.6588156    654.33763
  299600    308.80644       0.1498   0.81116526    6.3062481   -101.79807    2.1954001    8.2212804    9.6592357    654.74604
  299700    321.99807      0.14985   -1.1905136    4.6681717   -101.86018    2.2891834    8.2351528    9.6596557    655.87937
  299800    361.05893       0.1499    1.1318587    5.7715949   -102.31111    2.5668791     8.322147    9.6600758    662.83675
  299900    323.29868      0.14995  -0.48153633    5.0974899   -102.33384    2.2984299    8.1883295    9.6604959     652.2069
  300000     251.7401         0.15  -0.25644406    5.6135878   -102.09016    1.7896979    8.2931516    9.6609159    660.58478
  300100    254.93424      0.15005     1.174843    5.2477212   -102.24327     1.812406    8.1786735     9.661336    651.49444
  300200    283.80055       0.1501   -1.4358868    4.7670246   -102.14381    2.0176255    8.2313005     9.661756     655.7151
  300300    329.55989      0.15015    1.0372914    4.6427234   -101.93301    2.3429428    8.1686062    9.6621761    650.74909
  300400    367.01322       0.1502   -1.4215024    5.1654602   -102.19173      2.60921    8.1999517    9.6625961    653.27461
  300500    236.92028      0.15025     1.224229    5.6547865   -101.60672    1.6843393    8.3259976    9.6630162    663.34529
  300600     281.2981       0.1503  -0.10737316    4.8228005   -101.86714    1.9998349    8.2328906    9.6634363    655.95582
  300700    314.91681      0.15035  -0.60963816    5.4830288   -101.94768    2.2388406    8.3065881    9.6638563    661.85644
  300800    295.75721       0.1504     1.660109    5.3214714   -102.13819    2.1026291    8.2307078    9.6642764    655.83892
  300900    282.48959      0.15045    -2.239991    4.6207119   -102.33189    2.0083055    8.1368366    9.6646964    648.38726
  301000    278.23871       0.1505    1.2197751    5.7612152   -102.15414    1.9780847    8.3247464    9.6651165    663.38977
  301100    284.42963      0.15055   0.16083998    5.7982811   -101.70149    2.0220978    8.1721525    9.6655366    651.25803
  301200    310.20028       0.1506   -1.1953692    4.8685331    -101.8639    2.2053093    8.2487938    9.6659566    657.39432
  301300     328.1591      0.15065    1.2967784    4.9937936   -102.09946    2.3329841    8.3220942    9.6663767    663.26488
  301400    314.66744       0.1507   -0.3887321    4.3348991   -102.09826    2.2370678    8.1621032    9.6667967    650.54198
  301500    310.09052      0.15075  -0.85931345    5.4652627    -102.1687     2.204529    8.3382082    9.6672168    664.60691
  301600     309.4069       0.1508    1.8188892    5.5987586   -102.29055     2.199669    8.2114678    9.6676368    654.53335
  301700    232.53769      0.15085   -1.6991082    6.3334674   -101.86501    1.6531821    8.2304913    9.6680569    656.07822
  301800    314.52408       0.1509   0.98784659    6.0284319   -102.08382    2.2360486    8.2660509     9.668477    658.94141
  301900    387.80977      0.15095  -0.31432519    4.6302381   -102.14858    2.7570591    8.1923452     9.668897    653.09422
  302000    267.11152        0.151  0.049531177      4.49297   -101.69609    1.8989781    8.2237298    9.6693171    655.62468
  302100     261.6344      0.15105  -0.18825557    4.1906002   -101.77407    1.8600395    8.2038434    9.6697371    654.06768
  302200    338.09059       0.1511  0.064593637    3.9047654   -102.10569    2.4035901    8.2489663    9.6701572    657.69377
  302300    318.29951      0.15115 -0.017930982    5.8794018   -101.86335    2.2628893    8.2627329    9.6705772       658.82
  302400    339.81635       0.1512  -0.13877049    6.4395519   -102.00705    2.4158591    8.2842336    9.6709973    660.56303
  302500    286.52484      0.15125   0.40939733    5.5680862   -102.05978    2.0369933    8.2733613    9.6714174    659.72475
  302600    290.25164       0.1513  0.057734205    4.9087396   -102.21441    2.0634883    8.2122815    9.6718374    654.88264
  302700    266.10516      0.15135  -0.48859272    4.7110681   -102.10544    1.8918235    8.1857703    9.6722575    652.79687
  302800    216.72514       0.1514   -0.1564513    4.3300542   -101.76057    1.5407657    8.2821367    9.6726775    660.51056
  302900    314.90697      0.15145    1.3963553    4.7459743   -101.96327    2.2387706    8.2134513    9.6730976    655.06126
  303000    349.36419       0.1515   -1.7173945    6.1420573   -101.90781    2.4837376    8.2315007    9.6735177    656.52929
  303100    304.50609      0.15155   0.61101224    5.7630845   -101.83371    2.1648276     8.289584    9.6739377    661.19062
  303200    262.86672       0.1516   0.96391151    4.7796907   -101.97535    1.8688004    8.2541523    9.6743578    658.39311
  303300    293.79165      0.15165   -1.0805588    5.0832649   -102.16694    2.0886554    8.1075491    9.6747778    646.72738
  303400    255.53511       0.1517   -0.1462135    4.6466148   -101.82001    1.8166778    8.2937357    9.6751979    661.60793
  303500     257.2647      0.15175   0.77313561     5.250775   -101.66747     1.828974    8.2079281    9.6756179    654.79132
  303600    322.46277       0.1518  -0.72435674    4.5305956   -102.08359    2.2924872    8.2261306     9.676038    656.27192
  303700     297.8763      0.15185   0.89830172    5.8182678    -102.1135    2.1176943     8.245734    9.6764581    657.86442
  303800     280.5898       0.1519   -1.1039856    5.8529722   -102.14101    1.9947993    8.1926094    9.6768781    653.65439
  303900    282.02402      0.15195   0.46746614    5.4050991   -102.19215    2.0049956    8.3048022    9.6772982    662.63455
  304000    292.02908        0.152   0.88869377    5.6497007   -102.09183    2.0761247    8.1946812    9.6777182    653.87645
  304100    297.80045      0.15205   -1.4752838    5.5920746   -101.83979    2.1171551    8.2059653    9.6781383    654.80526
  304200    322.17191       0.1521   0.70246989    3.8072076   -101.82547    2.2904193    8.2831934    9.6785584    660.99646
  304300    390.59331      0.15215   0.53904976    4.2720481   -101.95593    2.7768481    8.2159831    9.6789784    655.66155
  304400    281.72573       0.1522   -1.5823155    5.6147703   -101.52994     2.002875    8.2202337    9.6793985    656.02924
  304500    276.25199      0.15225    1.4180536     6.796802    -101.9449    1.9639605    8.3744328    9.6798185    668.36435
  304600     313.4443       0.1523  -0.23898294    5.6862328   -102.32012     2.228372    8.1790213    9.6802386    652.79687
  304700    286.17965      0.15235  -0.31497561    6.5682417   -102.19147    2.0345393    8.2655297    9.6806586    659.73004
  304800    281.78287       0.1524   0.75735212    3.8045161   -102.05471    2.0032812    8.2400565    9.6810787    657.72538
  304900    307.89426      0.15245  -0.55585836    3.7507329   -101.63018    2.1889151    8.1435256    9.6814988    650.04844
  305000    348.93425       0.1525  -0.51872008    5.7860009   -101.78666    2.4806811    8.2775365    9.6819188    660.77439
  305100    289.34487      0.15255    1.3707639    5.3738532   -101.87437    2.0570418    8.2557271    9.6823389    659.06199
  305200    325.84033       0.1526   -1.2667067    6.0529698   -102.28575    2.3164993    8.1526938    9.6827589    650.86499
  305300    304.39268      0.15265   0.20015149     5.558661   -102.10589    2.1640213    8.2849138     9.683179    661.44938
  305400    314.09179       0.1527    0.6465606    5.7244583   -102.06819    2.2329752    8.2586332     9.683599    659.37979
  305500     267.9504      0.15275   -0.4090536    5.2121144   -101.78803    1.9049419    8.2343379    9.6840191    657.46855
  305600    225.19765       0.1528  -0.11605111    4.8175183   -101.80266    1.6009994    8.2393341    9.6844392    657.89601
  305700    270.06254      0.15285    0.4102055    6.2566285   -102.21471    1.9199578    8.2189079    9.6848592    656.29348
  305800    371.09642       0.1529  -0.78391884    6.5788453    -102.5481    2.6382387    8.2378097    9.6852793    657.83135
