Step Temp v_strain v_sigmaxx v_sigmayy PotEng KinEng Lx Ly Volume
  111400    293.72768       0.0557 -0.060143309    8.1296059   -104.38733    2.0882005    8.2613163    8.8686864     604.0866
  111500    292.12082      0.05575  -0.74347097    7.3624116   -104.01015    2.0767769    8.3907531    8.8691064    613.58039
  111600    300.74788       0.0558     1.534217    7.4585335   -103.94528    2.1381093    8.3256011    8.8695265    608.84493
  111700    309.45135      0.05585   -2.1095653    7.5990839   -104.13126    2.1999849    8.2962415    8.8699465    606.72662
  111800    268.73875       0.0559    1.6992994    8.5624605   -104.36006    1.9105465    8.4406544    8.8703666    617.31716
  111900    284.88896      0.05595  -0.25478118    7.5142835   -104.47874    2.0253634    8.2868922    8.8707867    606.10028
  112000     307.0998        0.056   -1.0453775    7.3029082   -104.47606    2.1832671    8.3439525    8.8712067    610.30255
  112100    342.54529      0.05605    1.2157039     7.278127   -104.36524      2.43526    8.3867876    8.8716268    613.46469
  112200    356.87289       0.0561  -0.21140118    7.8040418   -104.08619    2.5371193    8.2715643    8.8720468    605.06514
  112300     369.7071      0.05615   -1.3164696    6.9801487   -103.98047    2.6283616    8.3719565    8.8724669    612.43783
  112400    273.34697       0.0562    1.8674505    6.7504253   -103.87305    1.9433078    8.3904315    8.8728869     613.8184
  112500    321.63151      0.05625   -1.0723159     7.003655   -104.39342    2.2865775    8.2715371     8.873307     605.1491
  112600    284.11613       0.0563   0.17576229    7.6467428   -104.46768    2.0198691     8.358856    8.8737271    611.56633
  112700    287.75283      0.05635   0.29525202    8.2617784   -104.66145    2.0457235    8.3465717    8.8741471    610.69647
  112800    282.61075       0.0564  -0.42864819    7.9045038   -104.39499    2.0091668    8.2838411    8.8745672    606.13533
  112900    337.97796      0.05645  -0.17556756    7.4534022   -104.20399    2.4027894    8.4106677    8.8749872    615.44446
  113000    341.22465       0.0565    1.2083852    8.0291691   -104.32485    2.4258711    8.3610491    8.8754073    611.84262
  113100    300.21274      0.05655  -0.92156451    7.0661553   -104.38226    2.1343048    8.2780354    8.8758273    605.79653
  113200    268.84187       0.0566  -0.30974494     7.617645    -104.3621    1.9112797    8.4077852    8.8762474     615.3209
  113300    292.62029      0.05665    1.1312458    8.0867373   -104.52749    2.0803278    8.3579187    8.8766675    611.70039
  113400    281.66209       0.0567   -1.2002537    7.8476637   -104.20931    2.0024225     8.299914    8.8770875    607.48388
  113500    290.30511      0.05675  0.090318972    7.6498756   -103.80326    2.0638684    8.3867954    8.8775076    613.87191
  113600    309.19938       0.0568    1.1387859    7.0700036   -103.78539    2.1981936    8.3818956    8.8779276    613.54229
  113700    288.05768      0.05685  -0.62201179    6.9623894    -104.1089    2.0478908    8.2652414    8.8783477    605.03201
  113800    314.16869       0.0569  -0.36632453     7.758847   -104.67999     2.233522    8.3521603    8.8787678    611.42357
  113900     299.9354      0.05695   0.60339326    7.9942379   -104.60957    2.1323331    8.2849455    8.8791878    606.53178
  114000    298.26901        0.057  -0.68837113    7.5805128   -104.41018    2.1204863    8.2939063    8.8796079    607.21651
  114100    329.57357      0.05705   0.41151693    7.6565231    -104.1825      2.34304    8.3904645    8.8800279    614.31483
  114200    378.81515       0.0571   0.46756495    8.0902275   -104.24906    2.6931136    8.3122346     8.880448    608.61594
  114300    290.16047      0.05715  -0.91991575     7.754752   -103.94282    2.0628401    8.3062465     8.880868    608.20627
  114400    331.53287       0.0572   0.38105568    7.5596617   -104.34755    2.3569693    8.3873725    8.8812881    614.17559
  114500    318.54608      0.05725    0.5226334    8.2856082   -104.46483    2.2646422    8.2786796    8.8817082    606.24509
  114600    281.31286       0.0573   -1.0749074    8.0420169   -104.54037    1.9999398    8.3857823    8.8821282    614.11723
  114700    258.70601      0.05735    1.3425812    8.5413318   -104.36073    1.8392207    8.3491615    8.8825483    611.46429
  114800    301.18739       0.0574   -1.0939449    8.2389909   -103.98176    2.1412339    8.2573428    8.8829683     604.7684
  114900     293.6349      0.05745 -0.057647975    7.5356331   -103.88117     2.087541    8.3804134    8.8833884    613.81112
  115000     296.5335       0.0575    1.2440137    7.7864943   -104.15344     2.108148    8.4095561    8.8838085    615.97476
  115100    301.43019      0.05755  -0.73705024    6.7271835   -104.18235    2.1429601    8.2402247    8.8842285    603.60028
  115200    314.90039       0.0576  -0.86885794    7.0435814   -104.39458    2.2387238    8.3532237    8.8846486    611.90645
  115300    234.06256      0.05765    1.6133807    8.4116582   -104.34336    1.6640228    8.3248814    8.8850686    609.85909
  115400    251.74576       0.0577   -1.3660034    7.9388588   -104.36032    1.7897381    8.2775563    8.8854887    606.42085
  115500    338.55413      0.05775   0.39836487    8.6738592   -104.55683    2.4068856    8.4220702    8.8859087    617.03723
  115600    360.44229       0.0578   0.72963552    8.0765088   -104.57729    2.5624953    8.3223818    8.8863288    609.76245
  115700    308.82016      0.05785   -1.1308994    8.5221475   -104.14658    2.1954977    8.3184077    8.8867489    609.50008
  115800    382.32597       0.0579   0.38140688    7.8277885   -103.92313    2.7180731    8.4466355    8.8871689    618.92475
  115900    400.11845      0.05795   0.96502332    7.6851803   -104.03638    2.8445653    8.3171242     8.887589    609.46365
  116000    299.03605        0.058  -0.95705709    8.0833016    -103.9503    2.1259394    8.2354042     8.888009    603.50388
  116100    285.45809      0.05805  -0.49918331    7.8220155   -104.10915    2.0294095    8.4504671    8.8884291     619.2933
  116200    302.49646       0.0581     1.907171    8.4164758   -104.47164    2.1505405    8.2906057    8.8888492    607.60657
  116300    275.98433      0.05815   -2.0513301    7.7827924   -104.45482    1.9620576    8.2772116    8.8892692    606.65359
  116400    225.01614       0.0582   0.76945397    7.6230662   -104.24364    1.5997091    8.3902965    8.8896893    614.97088
  116500     294.5208      0.05825   0.57395063    8.4568795   -104.44684    2.0938391     8.262666    8.8901093    605.64475
  116600    291.17363       0.0583   -1.3442447    8.3595647   -104.04497     2.070043    8.3871318    8.8905294    614.79701
  116700    298.03212      0.05835    1.8438879     8.605114   -104.02389    2.1188021     8.320977    8.8909494    609.97652
  116800    319.63622       0.0584   -1.3111068    8.7009117   -104.08149    2.2723923    8.2693708    8.8913695    606.22213
  116900    242.19707      0.05845    -0.117599    7.7926201   -104.10815    1.7218535     8.409234    8.8917896    616.50453
  117000    286.59339       0.0585    1.6510182    8.0684492     -104.652    2.0374807    8.2678131    8.8922096     606.1652
  117100    332.67961      0.05855   -2.4613594    7.4257963   -104.70922    2.3651218    8.2821322    8.8926297    607.24371
  117200    301.20613       0.0586    1.7683601    8.3271542   -104.07316    2.1413671    8.3650108    8.8930497    613.34932
  117300    328.58928      0.05865  -0.27864554     6.975645   -104.13703    2.3360424    8.2509325    8.8934698    605.01331
  117400    315.35705       0.0587   -1.0590091    7.0293797   -104.17744    2.2419704    8.3362112    8.8938898    611.29538
  117500      312.981      0.05875    1.3084423     7.505418   -104.29758    2.2250784    8.3291979    8.8943099    610.80994
  117600    297.03885       0.0588  -0.80120708    7.2679074   -104.30703    2.1117407    8.2965732      8.89473    608.44619
  117700    249.33576      0.05885   0.21772529    8.0974662   -104.20458    1.7726047    8.3334806      8.89515    611.18174
  117800    248.77719       0.0589   0.53168938    8.4218694   -104.64622    1.7686337    8.2925732    8.8955701    608.21028
  117900    267.75131      0.05895  -0.98704807    7.8437197   -104.72553    1.9035265    8.3121849    8.8959901    609.67747
  118000    254.48303        0.059   0.59553134    8.2818444   -104.10091    1.8091983    8.3613117    8.8964102    613.30976
  118100    288.64691      0.05905  0.034592212     7.901033   -104.11686    2.0520798    8.2995432    8.8968303    608.80772
  118200    292.86543       0.0591  -0.79148076    8.6124767   -104.07124    2.0820706    8.3229901    8.8972503    610.55648
  118300     282.4175      0.05915    1.1830428    8.6709131   -104.06705     2.007793     8.379111    8.8976704    614.70241
  118400     291.2256       0.0592  -0.29939181     7.806416   -104.49139    2.0704125    8.2798323    8.8980904    607.44787
  118500    269.04087      0.05925   -0.3395385    8.3201996   -104.64621    1.9126944    8.3491935    8.8985105    612.56545
  118600    259.58378       0.0593   0.22815552     8.364422   -104.41016     1.845461     8.312442    8.8989305    609.89786
  118700    342.25708      0.05935  -0.24371903    7.7003911    -104.4482     2.433211    8.3033309    8.8993506    609.25811
  118800    283.58416       0.0594  0.080758846    8.6714298   -104.00484    2.0160871      8.31187    8.8997707    609.91346
  118900    298.04468      0.05945   0.19364212    7.8816814   -104.13606    2.1188914    8.3520612    8.9001907    612.89156
  119000     273.3133       0.0595  0.031291438     7.996562   -104.23496    1.9430684    8.2877439    8.9006108    608.20053
  119100    283.08556      0.05955  -0.27170133    8.5281461   -104.64016    2.0125425    8.3156737    8.9010308    610.27897
  119200    216.94345       0.0596   0.31639437     8.303098   -104.39287    1.5423178    8.3275809    8.9014509    611.18167
  119300    314.10202      0.05965  0.025537469    8.8034246   -104.57234     2.233048    8.2663552     8.901871     606.7168
  119400    309.35441       0.0597   -1.0324684    8.1392519   -104.27837    2.1992957    8.3877711     8.902291    615.65727
  119500      304.534      0.05975    1.9766334     8.343998   -104.18767     2.165026    8.3596871    8.9027111    613.62488
  119600    316.69017       0.0598   -1.8276914     7.624498   -104.17284    2.2514479    8.2490038    8.9031311    605.52898
  119700    263.20266      0.05985   0.58635875    8.5246705   -104.00841    1.8711888    8.4352332    8.9035512    619.22861
  119800    357.43018       0.0599    1.0364011    8.2287896   -104.89802    2.5410812    8.2661533    8.9039712    606.84512
  119900    267.46173      0.05995   -2.0699141    8.2261091   -104.56647    1.9014678    8.2825782    8.9043913    608.07961
  120000    255.09465         0.06    1.7288269    9.1930226    -104.3078    1.8135464    8.3862371    8.9048114    615.71895
  120100    332.78089      0.06005  -0.49923266    9.2463076   -104.23001    2.3658419    8.2668871    8.9052314    606.98488
  120200    302.38808       0.0601  -0.47751911    8.2983576   -104.03688      2.14977    8.3076172    8.9056515    610.00421
  120300    291.55729      0.06015   0.64455814    8.3835923   -104.14631    2.0727706    8.3332688    8.9060715     611.9166
  120400    283.11213       0.0602  -0.47043836    7.5501666   -104.30609    2.0127313     8.305394    8.9064916    609.89849
  120500    279.89661      0.06025    0.2921518    8.2928675   -104.75101    1.9898712    8.3257765    8.9069116     611.4241
  120600    266.33624       0.0603  -0.12233986    8.7238614    -104.7529    1.8934664    8.2869417    8.9073317    608.60087
  120700    299.67696      0.06035   0.13780043    8.7737305   -104.50282    2.1304958    8.3420738    8.9077518    612.67872
  120800    343.77996       0.0604   0.06755532    8.1318548   -104.54506    2.4440376    8.2761992    8.9081718    607.86926
  120900     304.6766      0.06045  -0.55739433    7.6169308   -104.18988    2.1660398    8.3278626    8.9085919    611.69266
  121000    329.11227       0.0605    1.0161331    8.8974604   -104.27604    2.3397605    8.3232589    8.9090119    611.38335
  121100    259.75837      0.06055  -0.91125487    8.1938778   -104.03098    1.8467023    8.3014438     8.909432    609.80967
  121200    245.94996       0.0606   0.54019426    8.8380219   -104.21039     1.748534    8.3407028    8.9098521    612.72246
  121300    325.98493      0.06065  0.093014813    8.5288072   -104.63403    2.3175273    8.2837173    8.9102721    608.56489
  121400    303.47491       0.0607  -0.64487458    7.2377194   -104.01277    2.1574966    8.3153208    8.9106922    610.91545
  121500    320.32285      0.06075   0.52066314    8.1898328   -103.84707    2.2772738    8.3639062    8.9111122    614.51393
  121600    345.84472       0.0608 0.0031970182    6.8535214   -104.17237    2.4587166    8.3169477    8.9115323    611.09259
  121700    265.53557      0.06085   0.16154308    8.1935608   -104.27333    1.8877742    8.2965001    8.9119523    609.61892
  121800    302.14707       0.0609  -0.64498562    8.6550378    -104.5915    2.1480566    8.3039938    8.9123724    610.19831
  121900    278.34409      0.06095   0.41952551    8.9008256   -104.35643    1.9788339    8.3165875    8.9127925    611.15253
  122000    272.27336        0.061   0.27635792    8.0242782   -104.03466    1.9356752    8.2873683    8.9132125    609.03403
  122100    305.47566      0.06105   -1.2327144    7.5437265   -103.70467    2.1717205    8.3443306    8.9136326    613.24906
  122200    353.88546       0.0611    1.7985327    8.2832225   -104.05494    2.5158807    8.3695714    8.9140526    615.13307
  122300    312.92012      0.06115   -1.2776641    7.7533227   -104.23571    2.2246455    8.2721881    8.9144727     608.0044
  122400    282.07257       0.0612   0.31592555    8.2033217   -104.19162    2.0053407    8.3455051    8.9148928    613.42208
  122500    281.60736      0.06125   0.33998622    8.7461633   -104.18613    2.0020334    8.3191848    8.9153128    611.51627
  122600    306.06439       0.0613  -0.77944837    8.1043803   -104.35306     2.175906     8.322199    8.9157329    611.76666
  122700    255.94246      0.06135   0.95270487    8.3649381   -104.19907    1.8195738    8.4045608    8.9161529     617.8502
  122800    318.44493       0.0614 -0.083938697    8.2313768   -104.37563    2.2639231    8.2547264     8.916573    606.86392
  122900    352.99584      0.06145   -1.1405774    8.4840581   -104.30117    2.5095561    8.3350289     8.916993    612.79639
  123000    273.94125       0.0615    1.6230927    9.2099082   -103.84924    1.9475327    8.3642714    8.9174131    614.97528
  123100    273.69948      0.06155   -1.2315461    8.2697651   -104.21973    1.9458139    8.2412503    8.9178332    605.95881
  123200    242.39944       0.0616 -0.040486805    8.1867549   -104.31876    1.7232923    8.3890406    8.9182532    616.85453
  123300    286.16386      0.06165    1.5309079     8.511746   -104.49176     2.034427    8.2969651    8.9186733    610.11286
  123400    310.38421       0.0617   -2.0112012    8.3400763   -103.98048     2.206617    8.2476829    8.9190933    606.51749
  123500    333.53282      0.06175   0.91290529    7.3951559   -103.75841    2.3711876    8.4537183    8.9195134    621.69818
  123600    375.96233       0.0618   0.76744627    7.2077676   -104.07668     2.672832    8.2878786    8.9199334     609.5308
  123700    327.54721      0.06185   -1.2996012    8.0908988   -104.23522     2.328634    8.2714653    8.9203535    608.35234
  123800    284.92101       0.0619   0.46767537    8.4924463   -104.21221    2.0255912    8.3665402    8.9207736    615.37391
  123900    232.40989      0.06195   0.96417685    8.3045108   -103.86782    1.6522735    8.2805662    8.9211936    609.07905
  124000    294.99841        0.062    -2.163444    7.2861984   -104.00831    2.0972346    8.2890325    8.9216137    609.73049
  124100    351.04675      0.06205    1.6216458    7.8852756   -103.91415    2.4956994    8.4077625    8.9220337    618.49324
  124200    393.00939       0.0621   0.27690481    7.9576956   -103.96834    2.7940248    8.3124541    8.9224538    611.51094
  124300    357.47796      0.06215   -1.2542049    7.2708472   -104.29749    2.5414209    8.3220558    8.9228739    612.24611
  124400    312.15036       0.0622    1.2006597    8.1793758   -104.37462    2.2191731    8.3277533    8.9232939    612.69411
  124500    263.63431      0.06225   -1.2909799    7.7817053   -104.15324    1.8742575    8.3506402     8.923714    614.40688
  124600     269.5516       0.0623   0.98770597    8.5415461   -104.11872    1.9163254    8.3716981     8.924134    615.98524
  124700    314.03144      0.06235   0.06376075     7.982892   -104.02212    2.2325462    8.2535816    8.9245541    607.32287
  124800    302.99569       0.0624   -1.1018038    7.8705049   -103.74171    2.1540897    8.3487697    8.9249741    614.35601
  124900    319.26364      0.06245    1.5250078    8.4067769   -103.99657    2.2697435    8.3439034    8.9253942    614.02681
  125000    325.48441       0.0625   -1.0746699     8.673631   -104.65687    2.3139689    8.2731739    8.9258143    608.85049
  125100     271.9368      0.06255   0.15379544    9.3953176    -104.5511    1.9332824    8.3548796    8.9262343    614.89242
  125200    235.61966       0.0626   0.51815126     8.646138   -104.11072    1.6750928     8.302236    8.9266544    611.04677
  125300    330.18838      0.06265  -0.68497074    7.8754192   -104.31298    2.3474109    8.3090056    8.9270744     611.5738
  125400    318.99145       0.0627    0.4017196    7.2197921   -104.14322    2.2678085    8.3517337    8.9274945    614.74767
  125500    342.34277      0.06275   0.39495523    7.4123383   -104.34301    2.4338202    8.3079109    8.9279146    611.55077
  125600    255.39133       0.0628  -0.81312961    8.4053628   -104.03607    1.8156556     8.299662    8.9283346    610.97231
  125700    284.96073      0.06285   0.31276877    8.6704954   -104.60475    2.0258736    8.3646662    8.9287547     615.7865
  125800    245.90786       0.0629   0.63606318    8.5543443   -104.56536    1.7482347    8.2940573    8.9291747    610.61717
  125900    267.85049      0.06295   -1.0244115    8.6332823   -104.18445    1.9042317    8.2613748    8.9295948    608.23966
  126000     275.3918        0.063   0.40909001    7.9689312   -103.89961    1.9578451    8.3730562    8.9300148    616.49115
  126100      296.193      0.06305   0.36827379    8.0309662   -103.91994    2.1057272     8.255775    8.9304349    607.88457
  126200    327.23782       0.0631  -0.82059744     8.758307   -104.09572    2.3264344    8.3364107     8.930855    613.85076
  126300    288.13076      0.06315   0.85934652    8.2937605   -104.08891    2.0484103    8.3423207     8.931275    614.31483
  126400    262.26953       0.0632 -0.033543886    8.0692701   -104.15379    1.8645549    8.2575473    8.9316951    608.10086
  126500    260.94997      0.06325  -0.96445602    8.7072487   -104.25161    1.8551737    8.3342977    8.9321151    613.78177
  126600    296.29996       0.0633    1.1853202     8.474255   -104.06237    2.1064877    8.3567611    8.9325352    615.46503
  126700      336.824      0.06335  -0.80134242    8.0321298    -103.9931    2.3945856     8.257449    8.9329552    608.17942
  126800    293.44846       0.0634   0.21567846    7.5847526   -103.82926    2.0862155    8.3626858    8.9333753     615.9593
  126900    355.76283      0.06345   0.41311691    7.6422521   -104.42754    2.5292275    8.2745844    8.9337954    609.49879
  127000    259.23409       0.0635  -0.47410456    8.8337742   -104.30413     1.842975    8.2873648    8.9342154    610.46889
  127100    279.90028      0.06355    0.3956893     9.069809   -104.46166    1.9898973    8.2964189    8.9346355    611.16457
  127200     270.0288       0.0636  -0.39001291    7.5047099   -104.05827    1.9197179    8.2429676    8.9350555    607.25557
  127300    306.70321      0.06365  -0.37886047    8.5285889   -104.07526    2.1804476    8.3512158    8.9354756    615.25909
  127400    316.59013       0.0637    1.2355542    8.5587972   -104.10144    2.2507367    8.3273999    8.9358957    613.53334
  127500    300.63186      0.06375   -1.1471071    7.7256348   -104.10385    2.1372845    8.2551207    8.9363157    608.23666
  127600     271.9937       0.0638    0.4215691    8.7289186    -104.2448    1.9336869    8.3718158    8.9367358    616.86374
  127700    247.08948      0.06385     0.654837    8.7647792   -104.42504    1.7566352    8.2764986    8.9371558    609.86911
  127800    248.99698       0.0639   -1.2745792    8.4964049   -104.51452    1.7701962    8.2659512    8.9375759    609.12053
  127900    273.24073      0.06395   0.66506219    8.8681092   -104.08033    1.9425525     8.400376    8.9379959    619.05543
  128000    310.14144        0.064   0.55171449    8.5328801    -103.9959     2.204891    8.2551433     8.938416    608.38128
  128100    338.15208      0.06405   -1.4010023     7.849341   -104.00803    2.4040273    8.3260137    8.9388361    613.63306
  128200    306.25759       0.0641    1.6124152    8.3098384   -104.05994    2.1772796     8.353272    8.9392561    615.67096
  128300    278.20428      0.06415   -1.1024312     8.507382   -104.17231    1.9778399    8.2447554    8.9396762    607.70138
  128400    280.69141       0.0642  -0.11236023    9.1619768   -104.19307    1.9955217    8.3760225    8.9400962    617.40578
  128500    268.83335      0.06425    1.4320609    8.6375062   -104.03179    1.9112191    8.3114908    8.9405163    612.67786
  128600    260.01993       0.0643   -1.4951592    8.5611823   -103.69849    1.8485618    8.2742962    8.9409364    609.96474
  128700    318.32597      0.06435   0.62584732    8.7389862   -103.93445    2.2630774    8.3192397    8.9413564     613.3067
  128800    313.51023       0.0644  -0.23222824    8.2061303   -103.97957    2.2288408    8.3337956    8.9417765    614.40864
  128900    293.15104      0.06445   0.25849961    7.8732498   -104.04875     2.084101    8.2969373    8.9421965       611.72
  129000    290.05456       0.0645  -0.13535446    8.8621801   -104.29726    2.0620872    8.3055603    8.9426166    612.38452
  129100    268.36137      0.06455 -0.015683039    8.7323304   -104.31373    1.9078636    8.3025288    8.9430366    612.18976
  129200    332.17229       0.0646  0.045881684    8.2255212   -104.45871    2.3615151    8.3571341    8.9434567    616.24504
  129300    367.68449      0.06465   0.05469661    8.6172278   -104.18506    2.6139823    8.3343465    8.9438768    614.59358
  129400    352.35215       0.0647   0.33961168     8.668217    -104.0549      2.50498    8.2876913    8.9442968    611.18182
  129500    314.75657      0.06475  -0.89784629    8.3648831   -104.09283    2.2377014    8.3221721    8.9447169    613.75346
  129600    329.42426       0.0648    1.0319623    8.4598415   -104.38175    2.3419785    8.3631708    8.9451369    616.80605
  129700    319.64212      0.06485  -0.48394561    8.7693492   -104.30454    2.2724342    8.1975728     8.945557    604.62114
  129800    285.77399       0.0649  -0.81841094    8.6426668   -104.02828    2.0316553      8.40236    8.9459771    619.75455
  129900    321.13758      0.06495    2.0085405    8.6989703   -104.06883    2.2830659    8.3322066    8.9463971    614.60892
  130000    352.56192        0.065   -1.9460048     8.143841   -104.20358    2.5064713    8.2379417    8.9468172    607.68419
  130100    217.38402      0.06505   0.17233571    8.1939737   -103.85773    1.5454499    8.4196799    8.9472372    621.11954
  130200    303.24835       0.0651    1.3590289    8.9897344   -104.39273    2.1558859    8.3075388    8.9476573    612.87567
  130300    266.19101      0.06515   -1.4042391     8.664573   -103.97788    1.8924339    8.2823444    8.9480773    611.04568
  130400    295.32589       0.0652   0.77261946    8.3881465   -103.75781    2.0995627    8.3905291    8.9484974    619.05626
  130500    341.12101      0.06525  -0.12730429    7.8808929   -103.61434    2.4251343    8.2916952    8.9489175    611.79298
  130600    313.97389       0.0653  -0.18162966    7.2310606   -103.63257    2.2321371    8.3410146    8.9493375    615.46085
  130700    337.81693      0.06535   0.22085171    8.5793365   -104.11291    2.4016446    8.3222771    8.9497576    614.10708
  130800    280.89672       0.0654  0.033198287    8.1777222   -103.98992    1.9969813     8.353783    8.9501776    616.46086
  130900    291.43203      0.06545 -0.062477233    8.7928834   -104.04001      2.07188    8.3185138    8.9505977    613.88701
  131000    298.64759       0.0655  0.073022803    7.8777936   -103.89655    2.1231777    8.3013214    8.9510177    612.64699
  131100    352.08206      0.06555  -0.38270252    8.4949047   -103.90799    2.5030598    8.3252289    8.9514378    614.44023
  131200    390.07775       0.0656   0.42651012    8.1535518   -103.84161    2.7731828    8.3710048    8.9518579    617.84769
  131300    364.51845      0.06565  -0.32260351    8.2691989    -103.9597    2.5914739    8.3290509    8.9522779    614.78001
  131400    331.85346       0.0657   0.50376127    9.7520767   -104.33516    2.3592485    8.3270054     8.952698    614.65786
  131500    326.43109      0.06575  -0.29013881    8.9638594   -104.41479    2.3206992    8.3389726     8.953118     615.5701
  131600    327.36545       0.0658 -0.014811274    8.6036067   -104.28688    2.3273418     8.279833    8.9535381    611.23318
  131700    326.07293      0.06585  -0.38000616    8.7214176   -103.88921    2.3181529    8.3665948    8.9539582    617.66708
  131800    317.59806       0.0659    1.1255544    8.1073762   -103.59877    2.2579024    8.3104903    8.9543782    613.55393
  131900    323.88928      0.06595   -1.1055747     6.791787   -103.66966    2.3026286    8.2614267    8.9547983    609.96023
  132000    264.01913        0.066   0.22323753    7.6004861   -103.83266    1.8769933    8.3638326    8.9552183    617.55006
  132100    255.98804      0.06605   0.49416625    8.5797167   -104.02533    1.8198978    8.3001166    8.9556384    612.87429
  132200    276.86471       0.0661  -0.30226065    8.9100816   -104.16105    1.9683165    8.2878114    8.9560584    611.99439
  132300    336.23799      0.06615  -0.27141006    8.6569115   -104.12651    2.3904194     8.265724    8.9564785    610.39202
  132400    299.94089       0.0662   0.40805855    9.0238818   -103.55278    2.1323722     8.314132    8.9568986    613.99556
  132500    302.34113      0.06625  -0.48029651    8.7873706   -103.56458    2.1494362    8.3061891    8.9573186    613.43774
  132600    317.42199       0.0663    0.5820662    8.6452915   -104.17817    2.2566507     8.326916    8.9577387    614.99733
  132700    267.08477      0.06635  -0.27588464    9.5145535   -104.17799    1.8987879    8.2478541    8.9581587    609.18666
  132800    284.58864       0.0664  -0.58943726    8.8330093   -104.20286    2.0232283    8.3646534    8.9585788    617.84243
  132900    316.01282      0.06645    1.5738856    9.4689462   -104.09294    2.2466325    8.3473434    8.9589989    616.59276
  133000    291.24941       0.0665   -1.1887542    8.2312435   -103.61757    2.0705817    8.2312817    8.9594189    608.04814
  133100    361.40954      0.06655 -0.0010438549    7.8313085   -103.58236    2.5693717    8.3661539     8.959839    618.04019
  133200    379.79653       0.0666   0.57889978    7.5653046   -103.70195    2.7000905    8.3648179     8.960259    617.97046
  133300    348.16409      0.06665  -0.24428369    8.7065338   -104.00228    2.4752058    8.2664031    8.9606791    610.72847
  133400    290.60384       0.0667  -0.10971246    9.0304503   -103.93384    2.0659922    8.3354941    8.9610991    615.86184
  133500    297.39689      0.06675   0.19995313    8.0177721   -104.17236    2.1142861     8.316826    8.9615192    614.51136
  133600    263.59266       0.0668  -0.21241605    7.9178143   -104.11333    1.8739614    8.3039487    8.9619393    613.58864
  133700    256.81036      0.06685 -0.029047998    8.8823731     -103.976    1.8257439    8.3434634    8.9623593    616.53733
  133800     311.0939       0.0669   0.64287634    8.8257934   -103.76859    2.2116624    8.3290178    8.9627794    615.49872
  133900    358.96876      0.06695  -0.96357893    8.4502926   -103.97567    2.5520195    8.3030055    8.9631994    613.60522
  134000    340.97728        0.067   0.61833793    8.9927268   -104.28813    2.4241125    8.3283876    8.9636195    615.50984
  134100    266.85507      0.06705   0.16934445    8.5743781   -104.02503    1.8971549    8.2601773    8.9640395    610.49736
  134200    286.17908       0.0671   -1.0045598    8.4328498   -104.04869    2.0345352    8.3412968    8.9644596    616.52168
  134300    323.79106      0.06715    1.2035057    8.1715852   -104.08388    2.3019304    8.3111534    8.9648797     614.3225
  134400    384.21852       0.0672  -0.97733318    9.2302708   -104.26202    2.7315278    8.3061305    8.9652997       613.98
  134500    367.46653      0.06725   0.48559412    7.5439711   -103.80539    2.6124327    8.3490291    8.9657198    617.17993
  134600    290.40655       0.0673   0.68279318    7.0913907   -103.68327    2.0645896    8.2616837    8.9661398    610.75177
  134700    311.74345      0.06735   -1.6182782    7.7657001   -104.15609    2.2162802    8.2335165    8.9665599      608.698
  134800    266.60464       0.0674    1.0457512    8.7141829   -103.98117    1.8953745    8.4358916      8.96698    623.68866
  134900    336.36881      0.06745   0.53068897    9.3294123   -104.23122    2.3913494    8.2693501       8.9674    611.40443
  135000    330.59242       0.0675   -1.4582885    8.9418912   -103.59896    2.3502833    8.2533554    8.9678201    610.25042
  135100    360.86636      0.06755    1.1531993    7.8191118   -103.41924    2.5655101    8.4058448    8.9682401    621.55456
  135200    382.92177       0.0676 -0.055489942     7.208077    -103.9028    2.7223088    8.2794228    8.9686602    612.23519
  135300    336.59638      0.06765  -0.75646569    8.1878627   -104.17142    2.3929673    8.3033027    8.9690802    614.02979
  135400    289.51365       0.0677   0.96768433    9.0227766   -104.11788    2.0582417    8.3828669    8.9695003     619.9426
  135500    276.85264      0.06775  -0.15047342    8.3462068   -103.95154    1.9682307    8.2180877    8.9699204    607.78506
  135600    324.77579       0.0678    -1.464533    8.4979328   -103.98099    2.3089311    8.3500543    8.9703404    617.57383
  135700    306.11303      0.06785     2.035756    7.9978166     -103.754    2.1762518    8.3879428    8.9707605    620.40513
  135800    287.18888       0.0679  -0.78673557    8.6324829   -103.83917    2.0417142    8.1981157    8.9711805    606.39317
  135900    246.25617      0.06795   -1.2812852    8.2578013   -104.09063    1.7507109    8.3070176    8.9716006    614.47713
  136000    268.39972        0.068    1.5422759    9.0891165   -104.14045    1.9081362    8.3842663    8.9720207    620.22032
  136100    320.08216      0.06805  0.023448051    8.6336212   -104.09942    2.2755627     8.232257    8.9724407    609.00404
  136200    301.13158       0.0681   -1.2666235     8.111113   -103.74532    2.1408372    8.3453058    8.9728608    617.39604
  136300    322.51893      0.06815    1.7990392    8.5655601   -103.83712    2.2928864    8.3123763    8.9732808    614.98867
  136400    309.67112       0.0682    -1.477552    6.8926204   -103.86447    2.2015473    8.2677438    8.9737009    611.71519
  136500     280.2337      0.06825   0.46034312    8.6275499    -103.9652    1.9922677    8.3482456    8.9741209    617.70028
  136600    221.38812       0.0683   0.43790999    9.5565997   -103.89012    1.5739163    8.2592427     8.974541    611.14341
